x_over_L,ux,ux_block_sd,ux_naive_block_se,uy,uy_block_sd,uy_naive_block_se,T,T_block_sd,T_naive_block_se
-0.4975,-4.265056441575798e-06,2.5941034523602487e-05,6.933033103271077e-06,0.00017388087175405366,5.4581459123728813e-05,1.458750855079999e-05,0.6422312598999245,6.190252164086733e-05,1.654414481124893e-05
-0.4925,-1.0900057442823697e-05,5.0939223011867174e-05,1.3614080004205567e-05,0.00017394800100796687,5.1090828674688995e-05,1.3654598321932286e-05,0.6439775395285976,5.6227959015604263e-05,1.5027554156711296e-05
-0.4875,-1.0740231067742769e-05,4.3912016403271396e-05,1.1735980038817066e-05,0.00015867341647522783,5.817971168223305e-05,1.5549181998300392e-05,0.6456722859447123,5.6249682391119546e-05,1.5033359973030039e-05
-0.4825,-1.4682384717967435e-05,4.417575433235703e-05,1.1806466965283902e-05,0.00015979258246551312,5.180010793359403e-05,1.384416117752997e-05,0.64734650735125,7.746190353437828e-05,2.0702564539498356e-05
-0.4775,-3.0281506834373946e-05,6.115092588994384e-05,1.6343272397441018e-05,0.0001514181108315621,4.9071923004137264e-05,1.3115023085116593e-05,0.6490407840015466,5.280821299778275e-05,1.411358858896325e-05
-0.4725,-4.1359955433003575e-05,5.532804950294948e-05,1.4787043222750373e-05,0.00016043053047706173,3.5466904568279116e-05,9.478928961707715e-06,0.6507101115467675,5.777572744757858e-05,1.54412126700336e-05
-0.4675,-4.4237161838313045e-05,6.297820699887122e-05,1.6831633815936057e-05,0.0001895869751712568,4.605480948766633e-05,1.2308665579713808e-05,0.6523416775610025,7.725757971185138e-05,2.064795670093752e-05
-0.4625,-4.666434341031391e-05,4.663606545708216e-05,1.2464012771968895e-05,0.00014913694591694462,4.4614879309317447e-05,1.1923828051981107e-05,0.6540161749796556,6.930342023959204e-05,1.8522118162012018e-05
-0.4575,-4.963226308005077e-05,5.484372458380629e-05,1.4657601943371028e-05,0.00015787988051963305,5.287243514450411e-05,1.4130752679654282e-05,0.6556784853102503,5.771185933840594e-05,1.542414319985752e-05
-0.4525,-4.4958127825673e-05,4.759269597830163e-05,1.271968303312134e-05,0.00013980526292210066,5.562868555164654e-05,1.4867391586488796e-05,0.6573320489476739,7.881837710839502e-05,2.1065097351511457e-05
-0.4475,-3.0212675196048725e-05,5.475484195335797e-05,1.4633847061172967e-05,0.00012282624933476763,4.7054249881791556e-05,1.257577726066516e-05,0.658925019484697,8.436480019651844e-05,2.2547441274215064e-05
-0.4425,-2.7651390898514173e-05,5.136966180641484e-05,1.3729119611003665e-05,0.00012383183377248004,4.5319553821503276e-05,1.2112160237251924e-05,0.6605459299363826,7.828948939070801e-05,2.0923746163250195e-05
-0.4375,-2.3813196982534363e-05,4.8348182050158835e-05,1.2921595178933435e-05,0.000105929428567619,4.684356834114027e-05,1.2519470250462674e-05,0.662154846767999,6.386793915694984e-05,1.7069424737473574e-05
-0.4325,-2.1621421037076618e-05,5.1222114073653456e-05,1.3689685820704494e-05,9.98204217053754e-05,4.4461293374558716e-05,1.1882780484317208e-05,0.6637773228485911,8.331271086178021e-05,2.2266258572010107e-05
-0.4275,-3.55200054606317e-05,6.618893424012142e-05,1.768973676587464e-05,8.867766681462513e-05,4.626222607082157e-05,1.2364099993321109e-05,0.66532413526099,6.782438409735328e-05,1.8126829125803925e-05
-0.4225,-3.0683275295557005e-05,4.7028771881036394e-05,1.256896797854189e-05,0.00010240843062655382,5.445267706953175e-05,1.455309009905925e-05,0.6669137199820223,7.278280452183374e-05,1.9452022726374503e-05
-0.4175,-3.684341992557825e-05,4.3684133922512806e-05,1.167507588399944e-05,0.00011507385862161833,5.786449725236776e-05,1.5464937398305876e-05,0.668467041452613,7.61396104261445e-05,2.0349166841219555e-05
-0.4125,-3.3320528043150864e-05,5.0333573005872386e-05,1.3452213231439132e-05,9.075560485468281e-05,4.402928671561838e-05,1.1767321848134377e-05,0.669989723301611,5.8281424365980066e-05,1.5576365856476863e-05
-0.4075,-4.539353501850989e-05,5.227894276396407e-05,1.3972135168965589e-05,8.125320177315758e-05,4.688282587251011e-05,1.2529962267050994e-05,0.6715072032430988,5.0161755509947866e-05,1.3406293074096064e-05
-0.40249999999999997,-3.810292997456302e-05,5.690132386142527e-05,1.5207518481665586e-05,9.318189463163772e-05,5.382844771441912e-05,1.4386257786373656e-05,0.6729893427517053,7.724802196439497e-05,2.0645402285482436e-05
-0.3975,-4.559252423241497e-05,6.265998616157196e-05,1.6746585719757044e-05,8.101795284154435e-05,6.346275734334702e-05,1.6961135342769756e-05,0.6744852266723123,5.4268136276878714e-05,1.4503769497631298e-05
-0.3925,-5.7612264360390874e-05,5.799993367916652e-05,1.550113430593229e-05,7.191946442203761e-05,5.131236975681394e-05,1.3713807666675621e-05,0.6759382097837288,7.577294084637343e-05,2.0251170273958432e-05
-0.3875,-5.1555278993297754e-05,5.6217229583747284e-05,1.502468659542818e-05,5.807240742277845e-05,5.914841545965101e-05,1.5808078972898372e-05,0.6773991855008243,6.120490131234409e-05,1.6357697935864453e-05
-0.3825,-5.0874119339035684e-05,5.774745552907505e-05,1.5433656681983096e-05,5.83404333631567e-05,4.654112094854069e-05,1.2438637784703338e-05,0.6787913619773682,6.830431715170861e-05,1.825509662994575e-05
