x_over_L,ux,ux_block_sd,ux_naive_block_se,uy,uy_block_sd,uy_naive_block_se,T,T_block_sd,T_naive_block_se
-0.1875,-3.800785456579584e-05,4.759014978623354e-05,1.2719002534667075e-05,-0.00010049085823829979,4.789010574880692e-05,1.279916913774347e-05,0.7190957751452519,7.587146358258595e-05,2.02775015827952e-05
-0.1825,-4.197976350846554e-05,5.092361978828032e-05,1.360990986729191e-05,-0.00011926991327399953,5.9248948567296704e-05,1.5834947576101072e-05,0.719678901274188,6.954734310369646e-05,1.85873092896034e-05
-0.1775,-3.892169575788517e-05,5.770585858445268e-05,1.542253943090356e-05,-0.0001352939930577827,4.2263677545935744e-05,1.1295442948713032e-05,0.720251157589503,6.512893889400123e-05,1.7406441093249168e-05
-0.1725,-3.829608296976893e-05,5.179002562330329e-05,1.3841466566760316e-05,-0.00012926425760294275,4.928990249060484e-05,1.317328055338135e-05,0.7208129679098451,7.978160595482011e-05,2.1322531089252894e-05
-0.16749999999999998,-3.801493818754418e-05,5.023163572337982e-05,1.3424969346722992e-05,-0.00012017462440223762,5.281132491675131e-05,1.4114420284291516e-05,0.7213730337164591,8.687435606837473e-05,2.3218148293175994e-05
-0.16249999999999998,-3.4965823854113275e-05,5.551148239053178e-05,1.4836067724093201e-05,-0.0001275217980840404,5.435613922130543e-05,1.4527289273850731e-05,0.7218960493165536,7.86143826848891e-05,2.101057754854205e-05
-0.15749999999999997,-3.6361060355824606e-05,5.424138474003123e-05,1.4496619848670368e-05,-0.0001249910919768763,4.5580292961250894e-05,1.218184570355605e-05,0.7224238617977222,5.950577083037591e-05,1.5903586213082383e-05
-0.15250000000000002,-2.7458021584959833e-05,4.8764060798005664e-05,1.303274344956796e-05,-0.0001480497776640271,5.5988511703134285e-05,1.4963559170607978e-05,0.7229212922417858,7.234141481085082e-05,1.9334056364049843e-05
-0.14750000000000002,-3.015823459419339e-05,5.237343937281841e-05,1.3997390450004512e-05,-0.00013057716558818725,7.293905005398457e-05,1.9493781101340402e-05,0.7234006721462248,6.147446545165229e-05,1.642974198251102e-05
-0.14250000000000002,-3.469893860002483e-05,6.653753478324119e-05,1.7782904179960172e-05,-0.00010938138682101966,6.276670190707774e-05,1.6775106702432532e-05,0.723846234752417,9.749443038329492e-05,2.6056482543783803e-05
-0.1375,-2.918933520229651e-05,5.905605085611139e-05,1.5783393494247624e-05,-0.00013830474455984963,5.669556554156453e-05,1.515252725756579e-05,0.7243151773696253,8.663897011579835e-05,2.315523875116169e-05
-0.1325,-2.3016917737764097e-05,5.4343546492109166e-05,1.452392372540667e-05,-0.00010462091426455367,5.275712387948915e-05,1.4099934447759891e-05,0.724753119340291,7.369189675389443e-05,1.9694987845327983e-05
-0.1275,-2.9024957410296535e-05,5.068653562953101e-05,1.3546546460586807e-05,-0.00013284355402223992,5.4437490847086915e-05,1.4549031410388687e-05,0.7251584686307815,6.372278936074223e-05,1.7030631822675794e-05
-0.1225,-4.062060451794151e-05,4.183399427668975e-05,1.1180605264545357e-05,-0.00015979890934457658,6.0819569603316054e-05,1.6254713704761385e-05,0.7255220305790999,5.8663501363189846e-05,1.5678480229257322e-05
