x_over_L,ux,ux_block_sd,ux_naive_block_se,uy,uy_block_sd,uy_naive_block_se,T,T_block_sd,T_naive_block_se
-0.4975,-2.7577418604631793e-06,2.2386617018217304e-05,5.983075066506572e-06,0.0002786257746703787,4.316513637924664e-05,1.1536367956036628e-05,0.3623573666261567,4.399806638562555e-05,1.1758977863967576e-05
-0.4925,-3.0050556198728042e-06,3.4053553822281256e-05,9.101195086074475e-06,0.0002720721798773315,3.5152709484608235e-05,9.394956793443057e-06,0.3645492551542039,4.210382799485496e-05,1.1252721359172037e-05
-0.4875,-1.0644702263964322e-05,3.794455620518098e-05,1.0141109215212459e-05,0.00028751839561146075,3.9714313136660576e-05,1.0614096650602815e-05,0.36676976347425067,4.423314362879371e-05,1.1821804899922049e-05
-0.4825,-1.9111652068802827e-05,3.72396653383778e-05,9.952719206737914e-06,0.0002695204756078839,4.144555270596366e-05,1.1076789887942687e-05,0.3689407527871669,4.3920330175360434e-05,1.1738201987870557e-05
-0.4775,-3.107499127904867e-05,4.3092996801446615e-05,1.1517087842882753e-05,0.0002634576471921898,4.557801394571454e-05,1.2181236611033466e-05,0.3711436251776591,4.385910127538326e-05,1.1721837876021728e-05
-0.4725,-4.27490711405217e-05,5.1514111704356656e-05,1.3767725470121716e-05,0.0002579038692298386,4.6805918774135206e-05,1.2509407980427435e-05,0.3733291179032593,4.316670550610422e-05,1.1536787322829302e-05
-0.4675,-4.7655518696844106e-05,5.183148217444162e-05,1.3852546296102954e-05,0.00026836866180021977,4.445941515638578e-05,1.1882278509395727e-05,0.37548462586308007,4.9432932743736744e-05,1.321150699646443e-05
-0.4625,-4.5641586869064825e-05,4.221583196186904e-05,1.1282655678495339e-05,0.00025616375178333795,3.893336746257561e-05,1.0405380139880733e-05,0.37762250331949604,5.794998300930553e-05,1.5487784427870888e-05
-0.4575,-4.00392486013802e-05,3.4491792678268394e-05,9.218319346979879e-06,0.00021517719127622925,4.6426678361749564e-05,1.2408051716829868e-05,0.3797891724547795,5.212008438304403e-05,1.3929678480792704e-05
-0.4525,-3.366054643810917e-05,4.518626693585501e-05,1.2076537818662927e-05,0.0002150341909147504,3.7547187008950356e-05,1.0034907830330122e-05,0.38194804570409546,5.812383521975806e-05,1.553424838554565e-05
-0.4475,-3.921214467711183e-05,3.732070376545278e-05,9.974377637400605e-06,0.00021561032492036208,4.836562813726003e-05,1.2926257841838612e-05,0.38409533825785636,4.329045579432481e-05,1.1569860978546157e-05
-0.4425,-4.8555979782599595e-05,3.934495941193085e-05,1.051538271542657e-05,0.00021815896031573756,5.568229286963475e-05,1.4881718744869918e-05,0.38622753048239566,5.28491187880735e-05,1.4124521121277765e-05
-0.4375,-5.429142275396131e-05,4.299238356852851e-05,1.1490197825300239e-05,0.0002188861511797578,4.6170789766161784e-05,1.2339662612981853e-05,0.3883505781425072,6.148181083472434e-05,1.643170511871318e-05
-0.4325,-5.7822717000141066e-05,4.6610866814266296e-05,1.2457278151395418e-05,0.00018722550978726108,3.758733296202982e-05,1.0045637287607895e-05,0.3904680890426654,6.458215265214057e-05,1.726030632318886e-05
-0.4275,-5.239049874703624e-05,4.530186463572244e-05,1.210743260349172e-05,0.00018366170542659442,4.3776233700401013e-05,1.16996905850177e-05,0.39252790948966737,8.161796412050958e-05,2.1813318453211086e-05
-0.4225,-5.83732278751004e-05,3.13142495112702e-05,8.369085213937602e-06,0.0001769292122100284,4.016585209695007e-05,1.073477551390163e-05,0.3946397957747876,6.503337472835567e-05,1.7380900495656415e-05
-0.4175,-6.832468649773513e-05,3.609790631762745e-05,9.647571272887462e-06,0.00016681184550605045,3.7665238734748576e-05,1.0066458481176857e-05,0.39669966121102207,7.36699289481702e-05,1.9689116702288032e-05
-0.4125,-7.020228911386793e-05,4.338384624851925e-05,1.1594820627316928e-05,0.00017051670007898201,4.18273011333049e-05,1.1178816446732023e-05,0.39873905310318175,6.246203455852209e-05,1.669368092848738e-05
-0.4075,-6.703890256324095e-05,3.875243961568515e-05,1.0357025138824247e-05,0.0001518290157155903,4.326875745741972e-05,1.1564061854077468e-05,0.4007721922863331,5.850875943496999e-05,1.563712370934536e-05
-0.40249999999999997,-6.711849939358224e-05,3.59434346768609e-05,9.606286990335946e-06,0.0001234771645341911,4.042869175857337e-05,1.0805022368290914e-05,0.4028018637896329,6.697495985239169e-05,1.7899810947184966e-05
-0.3975,-7.350429843658765e-05,5.169648580069863e-05,1.3816466997602728e-05,0.00012820373662105606,4.654059743613603e-05,1.2438497870127908e-05,0.4047914558657909,7.34142684355565e-05,1.9620788556178924e-05
-0.3925,-7.37829941599668e-05,4.2855025916614146e-05,1.145348744866343e-05,9.94312876611819e-05,3.754664390010557e-05,1.0034762678385767e-05,0.4067689134319212,5.5628497819701386e-05,1.4867341413015985e-05
-0.3875,-6.3796017802053e-05,3.697526578576927e-05,9.88205545394667e-06,0.00011284331661754348,3.688365235636484e-05,9.857570735028186e-06,0.4087109826658102,5.189275830386146e-05,1.3868923030551286e-05
-0.3825,-7.346585922814656e-05,3.940987533538532e-05,1.0532732225748903e-05,9.267754048807322e-05,3.617699297174347e-05,9.668708070285211e-06,0.41063406752082177,5.5369745228053046e-05,1.4798186874023993e-05
-0.3775,-7.11881396207827e-05,5.044152827359285e-05,1.3481065490361093e-05,0.00010346135741023131,4.749175277254837e-05,1.2692704826589101e-05,0.41255510622744607,6.526190652895242e-05,1.7441978188500382e-05
-0.3725,-7.806767471586468e-05,5.122032693027505e-05,1.3689208186545706e-05,7.21459487246768e-05,4.195079929110744e-05,1.1211822717760226e-05,0.4144362498898621,5.035531960837616e-05,1.3458025255431666e-05
-0.3675,-7.765576718634278e-05,4.85511898833108e-05,1.297585130453958e-05,5.261182688295539e-05,5.4038238289772246e-05,1.4442326676084055e-05,0.41627832575900675,7.80749857818933e-05,2.086641766236368e-05
-0.3625,-9.019354776749244e-05,4.2441081245692e-05,1.1342856081829748e-05,5.7175640012680556e-05,3.425913462775405e-05,9.15613886745849e-06,0.4181437282859903,5.4649661570971153e-05,1.4605736421551444e-05
-0.35750000000000004,-9.157587682009268e-05,4.059893144042294e-05,1.0850520837084806e-05,6.558938251642645e-05,3.796536266782508e-05,1.0146669976258524e-05,0.4199380967656231,6.478517604493008e-05,1.731456660728306e-05
-0.35250000000000004,-8.972660224309943e-05,4.359751809785979e-05,1.1651926831133406e-05,5.6278868492701345e-05,4.397846903486183e-05,1.1753740251664271e-05,0.42173161317203833,6.491045722608775e-05,1.7348049411347515e-05
-0.34750000000000003,-6.955095084739772e-05,4.8100700654125325e-05,1.2855452993679298e-05,4.2371324732251714e-05,4.520138898345149e-05,1.2080579355883824e-05,0.4234607021794424,6.642962107869383e-05,1.7754063029263476e-05
-0.3425,-6.755589640018566e-05,4.4048509257384664e-05,1.1772459288519546e-05,3.073834571768559e-05,4.2776112246728444e-05,1.143239688324591e-05,0.4252083742826484,5.958670322151881e-05,1.5925216304450175e-05
-0.3375,-6.435566297996843e-05,4.356011894464036e-05,1.1641931486997508e-05,3.0050044862413885e-05,4.406649090313772e-05,1.177726508549514e-05,0.4268953502986065,6.340931836922333e-05,1.6946853176178933e-05
-0.3325,-6.17486160294369e-05,3.6967948060993955e-05,9.880099709735243e-06,2.68773843131269e-05,4.070930178575706e-05,1.088001855264911e-05,0.4285762339893431,7.876375430661826e-05,2.1050498793671863e-05
-0.3275,-6.55373618346255e-05,4.066059188981863e-05,1.0867000285367176e-05,2.2834076295851217e-05,4.35142601383377e-05,1.1629675205472437e-05,0.43021988632960617,6.91835508456836e-05,1.8490081718928757e-05
-0.3225,-6.260502719071194e-05,4.24031851152652e-05,1.1332727914948206e-05,8.931648067391695e-06,5.1221581901360996e-05,1.36895435916767e-05,0.4318419068083019,6.036598548314235e-05,1.6133488249492007e-05
